year,rank,name,familyid,networth,dropoff_reason,dropoff_networth,sample
1990,35,"Bren, Donald Leroy",46,1600,,,1
1990,36,"LeFrak, Samuel Jayson",24,1600,,,1
1990,37,"Tisch, Preston Robert",52,1550,,,1
1990,38,"Bass, Robert Muse",7,1550,,,1
1990,39,"Tisch, Laurence Alan",52,1550,,,1
1990,40,"Hunt, Ray Lee",3,1500,,,1
1990,41,"Bechtel, Stephen Davison Jr",11,1400,,,1
1990,42,"Packard, David",5,1400,,,1
1990,43,"Bass, Lee Marshall",7,1400,,,1
1990,44,"Ludwig, Daniel Keith",1,1400,,,1
1990,45,"DeBartolo, Edward John Sr",25,1400,,,1
1990,46,"Bass, Sid Richardson",7,1400,,,1
1990,47,"Murdock, David Howard",43,1350,,,1
1990,48,"Simmons, Harold Clark",297,1300,,,1
1990,49,"Getty, Gordon Peter",2,1300,,,1
1990,50,"Van Andel, Jay",57,1300,,,1
1990,51,"Stern, Leonard Norman",28,1300,,,1
1990,52,"DeVos, Richard Marvin",58,1300,,,1
1990,53,"Turner, Robert Edward III",79,1300,,,1
1990,54,"Kerkorian, Kirk",168,1250,,,1
1990,55,"Rockefeller, David Sr",6,1200,,,1
1990,56,"Allen, Paul Gardner",420,1200,,,1
1990,57,"Cargill, Margaret Anne",136,1100,,,1
1990,58,"Cargill, James R",136,1100,,,1
1990,59,"Cooke, Jack Kent",23,1100,,,1
1990,60,"Carlson, Curtis Leroy",33,1100,,,1
1990,61,"Murdoch, Keith Rupert",353,1100,,,1
1990,62,"Hill, Margaret Hunt",3,1000,,,1
1990,63,"Ziff, William Bernard Jr",81,1000,,,1
1990,64,"Icahn, Carl Celian",421,1000,,,1
1990,65,"Gaylord, Edward Lewis",27,1000,,,1
1990,66,"Knight, Philip Hampson",59,1000,,,1
1990,67,"Bass, Edward Perry",7,975,,,1
1990,68,"Rockefeller, Laurance Spelman",6,975,,,1
1990,69,"Fribourg, Michel",40,960,,,1
1990,70,"Rockefeller, Winthrop Paul",6,950,,,1
1990,71,"Johnson, Edward Crosby III",365,950,,,1
1990,72,"Weinberg, Harry",115,950,death,,1
1990,73,"Kroc, Joan Beverly",49,920,,,1
1990,74,"Reynolds, Donald Worthington",86,915,,,1
1990,75,"Milliken, Roger",38,900,,,1
1990,76,"Petrie, Milton Jack",78,890,,,1
1990,77,"Hearst, Randolph Apperson",98,860,,,1
1990,78,"Hearst, William Randolph Jr",98,860,,,1
1990,79,"Soros, George",435,840,,,1
1990,80,"Kauffman, Ewing Marion",304,835,,,1
1990,81,"Milliken, Minot King",38,810,,,0
1990,82,"Rollins, Orville Wayne",76,800,,,1
1990,83,"Lindner, Carl Henry Jr",170,800,,,1
1990,84,"Rich, Marc David",227,800,,,1
1990,85,"Schwan, Marvin Maynard",486,800,,,1
1990,86,"Green, Pincus",83,800,,,1
1990,87,"Mellon, Paul",22,780,,,1
1990,88,"Malkin, Judd David",352,775,,,1
1990,89,"Bluhm, Neil Gary",351,775,,,1
1990,90,"Moran, James Martin",496,760,,,1
1990,91,"Hollingsworth, John D",495,760,,,1
1990,92,"Hall, Donald Joyce",95,755,,,1
1990,93,"Rudin, Jack",70,750,,,1
1990,94,"Rudin, Lewis",70,750,,,1
1990,95,"Duke, Doris",107,750,,,1
1990,96,"Whitney, Betsey Cushing Roosevelt",68,750,,,1
1990,97,"Dorrance, John Thompson III",82,735,,,1
1990,98,"Malone, Mary Alice Dorrance",82,735,,,1
1990,99,"Dorrance, Bennett",82,735,,,1
1990,100,"MacMillan, Cargill Jr",136,730,,,1
1990,101,"MacMillan, John Hugh III",136,730,,,1
1990,102,"Pictet, Marion MacMillan",136,730,,,1
1990,103,"MacMillan, W Duncan",136,730,,,1
1990,104,"Keinath, Pauline MacMillan",136,730,,,1
1990,105,"MacMillan, Whitney",136,730,,,1
1990,106,"Davidson, William Morse",286,725,,,1
1990,107,"Marshall, James Howard II",497,725,,,1
1990,108,"Albertson, Joseph Albert",191,725,,,1
1990,109,"Johnson, Samuel Curtis",34,720,,,1
1990,110,"Johnson, Barbara Piasecka",123,715,,,1
1990,111,"Coulter, Wallace Henry",468,710,,,1
1990,112,"Mitchell, George Phydias",42,700,,,1
1990,113,"Cafaro, William Michael",498,700,,,1
1990,114,"Dedman, Robert Henry Sr",362,700,,,1
1990,115,"Blaustein, Morton K",169,700,death,,1
1990,116,"Milken, Michael Robert",382,700,,,1
1990,117,"Pohlad, Carl Ray",330,680,,,1
1990,118,"Hewlett, William Redington",14,665,,,1
1990,119,"Perenchio, Andrew Jerrold",368,665,,,1
1990,120,"Simplot, John Richard",30,660,,,1
1990,121,"Ueltschi, Albert Lee",302,655,,,1
1990,122,"Koch, William Ingraham",61,650,,,1
1990,123,"Hess, Leon",60,650,,,1
1990,124,"Moore, Jerry J",381,650,,,1
1990,125,"Hobby, Oveta Culp",84,650,,,1
1990,126,"Hostetter, Amos Barr Jr",458,635,,,1
1990,127,"Copley, Helen Kinney",182,630,,,1
1990,128,"Scaife, Richard Mellon",22,625,,,1
1990,129,"Harbert, John Murdoch III",329,625,,,1
1990,130,"Riklis, Meshulam",318,620,mistake,,0
1990,131,"Hillman, Tatnall Lea",32,620,,,1
1990,132,"Hillman, Howard Butcher",32,620,,,1
1990,133,"Ford, William Clay Sr",253,610,,,1
1990,134,"Simon, Melvin",106,600,,,1
1990,135,"Spanos, Alexander Gus",300,600,,,1
1990,136,"Lennon, Fred A",518,600,,,1
1990,137,"Lauren, Ralph",391,600,,,1
1990,138,"Field, Frederick Woodruff",209,600,,,1
1990,139,"Walton, James Lawrence",13,580,,,1
1990,140,"Davis, Shelby Cullom",386,575,,,1
1990,141,"Disney, Roy Edward",134,575,,,1
1990,142,"Dyson, Charles Henry",192,575,,,1
1990,143,"Wrigley, William",430,565,,,1
1990,144,"Tyson, Donald John",393,565,,,1
1990,145,"Peltz, Nelson",503,560,,,1
1990,146,"Flatley, Thomas John",467,550,other,,1
1990,147,"Roberts, George R",415,550,,,1
1990,148,"Kaskel, Howard",100,550,realigned,,1
1990,149,"Monaghan, Thomas Stephen",339,550,,,1
1990,150,"Kravis, Henry R",417,550,,,1
1990,151,"Jacobs, Jeremy Maurice Sr",425,550,,,1
1990,152,"Ward, Louis Larrick",295,545,,,1
1990,153,"Galvin, Robert William",160,540,,,1
1990,154,"Lauder, Leonard Alan",177,540,,,1
1990,155,"Lauder, Estee",177,540,,,1
1990,156,"Lauder, Ronald Steven",177,540,,,1
1990,157,"Field, Marshall V",209,540,,,1
1990,158,"Sorenson, James LeVoy",296,525,,,1
1990,159,"May, Cordelia Scaife",22,525,,,1
1990,160,"Tauber, Laszlo Nandor",333,525,,,1
1990,161,"Batten, Frank Sr",162,520,,,1
1990,162,"Geffen, David",488,515,,,1
1990,163,"Park, Roy Hampton",174,510,,,1
1990,164,"Rangos, John G Sr",502,505,,,1
1990,165,"Ingram, Erskine Bronson",519,500,,,1
1990,166,"Washington, Dennis",504,500,,,1
1990,167,"Weber, Charlotte Colket",82,500,,,1
1990,168,"Edson, John Orin",424,500,,,1
1990,169,"Hamilton, Dorrance (Dodo) Hill",82,500,,,1
1990,170,"Howard, Robert Staples",181,500,,,1
1990,171,"Kalikow, Peter Stephen",208,500,other,,1
1990,172,"Solow, Sheldon Henry",207,500,,,1
1990,173,"Jacobs, Richard E",429,500,,,1
1990,174,"Brown, Harold",395,500,other,,1
1990,175,"Lurie, Robert Alfred",103,500,,,1
1990,176,"Heinz, Henry John III",77,500,death,,1
1990,177,"Kohlberg, Jerome Spiegel Jr",414,500,,,1
1990,178,"Hunt, Caroline Rose",3,500,,,1
1990,179,"Maritz, William Edward",520,500,,,1
1990,180,"Saul, Bernard Francis II",521,500,,,1
1990,181,"Singleton, Henry Earl",223,500,,,1
1990,182,"Gruss, Joseph S",426,500,mistake,270,0
1990,183,"Allbritton, Joe Lewis",73,500,,,0
1990,184,"Koch, Frederick Robinson",61,500,,,1
1990,185,"Gates, Charles Cassius Jr",36,490,,,1
1990,186,"Greenberg, Maurice Raymond",321,480,,,1
1990,187,"Bastian, Bruce W",522,475,,,1
1990,188,"Ashton, Alan C",523,475,,,1
1990,189,"Van Beuren, Hope Hill",82,470,,,1
1990,190,"McCulloch, A Donald Jr",524,470,,,1
1990,191,"Bennett, William Gordon",359,460,,,1
1990,192,"Paley, William S",161,460,death,,1
1990,193,"Berry, John William Sr",293,450,,,1
1990,194,"Clark, Alfred James",376,450,other,,1
1990,195,"Louis, John Jeffrey Jr",34,450,,,1
1990,196,"Perdue, Franklin Parsons",405,450,other,,1
1990,197,"Brennan, Bernard F",525,450,,,1
1990,198,"Paulucci, Luigino Francesco",196,450,other,250,1
1990,199,"McGovern, Patrick Joseph",206,450,,,1
1990,200,"Zell, Samuel",408,450,,,1
1990,201,"Tyson, Barbara",393,450,,,0
1990,202,"Huntsman, Jon Meade",501,450,,,1
1990,203,"Moody, Robert Lee",350,445,,,0
1990,204,"Ballmer, Steven Anthony",526,445,,,1
1990,205,"Milliken, Gerrish Hill",38,440,,,1
1990,206,"Taylor, Jack Crawford",527,435,,,1
1990,207,"Magness, Bob John",374,435,,,1
1990,208,"Galesi, Francesco",294,435,other,217.5,1
1990,209,"Hearst, George Randolph Jr",98,430,,,1
1990,210,"Cooke, Phoebe Hearst",98,430,,,1
1990,211,"Pennington, Claude Bernard",338,430,,,1
1990,212,"Connell, Grover",133,430,,,1
1990,213,"Belfer, Arthur Bejer",74,430,,,1
1990,214,"Boudjakdji, Millicent V",98,430,,,1
1990,215,"Hearst, David Whitmire Jr",98,430,,,1
1990,216,"Forman, Michael Robert",500,425,,,1
1990,217,"Franchetti, Anne",528,425,,,1
1990,218,"Allen, Herbert Anthony Jr",203,420,,,1
1990,219,"Lindemann, George L",499,420,,,1
1990,220,"Weis, Sigfried",175,420,,,1
1990,221,"Allen, Herbert Sr",203,420,,,1
1990,222,"Allen, Charles Jr",203,420,,,1
1990,223,"Skaggs, Leonard Samuel Jr",292,415,,,1
1990,224,"Moore, Gordon Earle",178,405,,,1
1990,225,"Kelly, William Russell",354,405,,,1
1990,226,"Brown, Jack Eugene",17,400,,,1
1990,227,"Berry, Jack Monteith Sr",187,400,,,1
1990,228,"Evans, James Emmett",165,400,,,1
1990,229,"Cohn, Seymour",90,400,,,1
1990,230,"Lawrence, Maurice Larry",315,400,,,1
1990,231,"Fisher, Zachary",65,400,,,1
1990,232,"Cook, William Alfred",471,400,,,1
1990,233,"Wagner, Cyril Jr",18,400,,,1
1990,234,"Anderson, John Edward",480,400,,,1
1990,235,"Goodson, Mark Les",388,400,,,1
1990,236,"Stahl, Stanley Irving",308,400,,,0
1990,237,"Fisher, Lawrence",65,400,,,1
1990,238,"Borg, Malcolm Austin",249,400,,,1
1990,239,"Huffington, Roy Michael",259,400,,,0
1990,240,"Jobs, Steven Paul",204,400,,,1
1990,241,"Ellis, Alpheus Lee",316,400,,,1
1990,242,"Glazer, Guilford",448,400,,,1
1990,243,"Pilaro, Anthony Martin",475,390,other,,1
1990,244,"Hubbard, Stanley Stub",120,380,,,1
1990,245,"Stephens, Jackson Thomas",284,380,,,1
1990,246,"Shorenstein, Walter Herbert",75,380,,,1
1990,247,"Lerner, Theodore Nathan",479,380,other,,1
1990,248,"Stephens, Wilton Robert",284,380,,,1
1990,249,"Morris, William Shivers III",373,380,,,1
1990,250,"Davenport, Elizabeth Lupton",51,375,,,1
1990,251,"Zuckerman, Mortimer Benjamin",138,375,other,,1
1990,252,"Lupton, John Thomas",51,375,,,1
1990,253,"Marshall, Barbara Hall",95,375,,,1
1990,254,"Hoiles, Harry Howard",439,375,,,1
1990,255,"Pennington, William Norman",360,375,,,1
1990,256,"Reid, Elizabeth Ann Hall",398,375,,,1
1990,257,"Hardie, Mary Jane Hoiles",438,375,,,1
1990,258,"Dolan, Charles Francis",387,375,,,1
1990,259,"Smith, Richard Alan",242,370,,,1
1990,260,"Graham, Katharine",255,370,other,180,1
1990,261,"Ford, Josephine Clay",253,365,,,1
1990,262,"Terra, Daniel James",346,365,,,1
1990,263,"Ellison, Lawrence Joseph",451,365,,,1
1990,264,"Cook, Jane Bancroft",127,365,,,1
1990,265,"Broad, Eli",511,360,,,1
1990,266,"Engelhard, Jane B",71,360,,,1
1990,267,"Thorne, Oakleigh Blakeman",119,360,,,1
1990,268,"Weis, Robert Freeman",175,355,,,1
1990,269,"Rosenberg, Ruth Blaustein",166,350,,,1
1990,270,"Flint, Lucile Evelina du Pont",37,350,,,1
1990,271,"Reinhart, Dewayne B",529,350,,,1
1990,272,"Lesher, Dean Stanley",530,350,,,1
1990,273,"Resnick, Burton Paul",221,350,,,1
1990,274,"Darden, Constance Simons du Pont",37,350,,,1
1990,275,"Greenewalt, Margaretta Lammot du Pont",37,350,death,,1
1990,276,"May, Irene Sophie du Pont",37,350,,,1
1990,277,"Getty, Eugene Paul (J Paul) Jr",2,350,,,1
1990,278,"Paulson, Allen Eugene",279,350,other,,1
1990,279,"Bredin, Octavia Mary du Pont",37,350,,,1
1990,280,"Clapp, Norton",441,350,,,1
1990,281,"McLane, Robert Drayton Jr",515,350,,,1
1990,282,"Fireman, Paul Barry",394,350,,,1
1990,283,"Rainwater, Richard Edward",455,350,,,1
1990,284,"Ryan, Patrick George",364,350,,,1
1990,285,"du Pont, Irenee Jr",37,350,,,1
1990,286,"Butt, Charles Clarence",483,350,,,0
1990,287,"Silliman, Marianna du Pont",37,350,,,1
1990,288,"Davis, James Elsworth",317,350,,,1
1990,289,"Thalheimer, Louis",357,350,,,1
1990,290,"du Pont, Alexis Felix Jr",37,350,,,1
1990,291,"Duchossois, Richard Louis",392,350,other,,1
1990,292,"Lyon, William",464,350,,,1
1990,293,"Mills, Alice Francis du Pont",37,350,,,1
1990,294,"Rich, Robert Edward Sr",312,350,,,1
1990,295,"Rust, Eleanor Francis du Pont",37,350,,,1
1990,296,"Jamail, Joseph Dahr Jr",508,350,,,1
1990,297,"Petersen, Robert Einar",212,350,,,1
1990,298,"Parker, Jack",105,350,,,1
1990,299,"McGlothlin, James",531,340,,,1
1990,300,"Keck, Howard Brighton",87,340,,,1
1990,301,"Alexander, Norman E",402,340,,,1
1990,302,"Galbreath, Daniel Mauck",149,340,other,,1
1990,303,"Manoogian, Richard Alexander",299,340,,,1
1990,304,"Freeman, Mansfield",489,340,,,1
1990,305,"Hammons, John Quentin",457,340,,,0
1990,306,"Taper, Sydney Mark",200,335,,,1
1990,307,"Landegger, Carl Clement",129,335,,,1
1990,308,"Peery, Richard Taylor",447,335,,,1
1990,309,"Landegger, George Francis",129,335,,,1
1990,310,"Arrillaga, John",446,335,,,1
1990,311,"Earhart, Anne Catherine Getty",2,333,,,1
1990,312,"Perry, Claire Eugenia Getty",2,333,,,1
1990,313,"Getty, Caroline Marie",2,333,,,1
1990,314,"Marion, Anne Windfohr",313,330,,,1
1990,315,"Steinberg, Saul Phillip",173,330,,,0
1990,316,"Haas, Fritz Otto",423,330,,,1
1990,317,"Fisher, Max Martin",157,330,,,1
1990,318,"Gallo, Julio R",142,330,,,1
1990,319,"Gallo, Ernest",142,330,,,1
1990,320,"Haas, John Charles",423,330,,,1
1990,321,"Berkley, William Robert",478,325,,,1
1990,322,"Meyer, August Christopher",309,325,,,1
1990,323,"Daniels, Robert William Jr",532,325,other,,1
1990,324,"Milstein, Paul",246,325,realigned,,1
1990,325,"Smart, Richard Palmer Kaleioku",366,325,,,1
1990,326,"Milstein, Seymour",246,325,realigned,,1
1990,327,"Disney, Lillian Bounds",134,315,mistake,,0
1990,328,"Evans, Thomas Mellon",22,315,,,1
1990,329,"Dreiseszun, Sherman W",380,315,other,,1
1990,330,"Morgan, Frank Sherman",378,315,other,,1
1990,331,"Sedwick, Jud",533,315,other,,1
1990,332,"Miller, Diane Disney",134,315,mistake,,0
1990,333,"Guccione, Robert Charles",97,315,,,1
1990,334,"Solomon, Russell",534,310,,,1
1990,335,"Woodner, Ian",476,310,death,,1
1990,336,"Culverhouse, Hugh Franklin",400,305,,,1
1990,337,"McCaw, Craig O",432,305,,,1
1990,338,"Gottwald, Bruce Cobb",433,305,,,1
1990,339,"Gottwald, Floyd Dewey Jr",433,305,,,1
1990,340,"Goldman, Lillian",99,300,,,1
1990,341,"du Pont, Willis Harrington",37,300,,,1
1990,342,"Cohen, Arthur G",505,300,other,,1
1990,343,"Dixon, Fitz Eugene Jr",130,300,,,1
1990,344,"Sharp, Peter Jay",235,300,,,1
1990,345,"Chase, David Theodore",413,300,,,1
1990,346,"Rhoads, D Dean",535,300,,,1
1990,347,"Avery, Alice O'Neill",132,300,,,1
1990,348,"O'Neill, Richard Jerome",145,300,,,1
1990,349,"Gould, Kingdon Jr",517,300,other,,1
1990,350,"Rinker, Marshall Edison",334,300,,,1
1990,351,"Simon, William Edward",403,300,,,1
1990,352,"Lebensfeld, Harry",507,300,,,1
1990,353,"Penske, Roger S",536,300,mistake,,0
1990,354,"Simon, Herbert",106,300,other,,0
1990,355,"Pearson, Edith du Pont",37,300,,,1
1990,356,"Behring, Kenneth Eugene",513,300,,,1
1990,357,"Congel, Robert J",512,300,,,1
1990,358,"Hardy, Joseph Alexander",472,300,,,1
1990,359,"Autry, Orvon Gene",319,300,,,1
1990,360,"Sommer, Viola",537,300,,,1
1990,361,"Spelling, Aaron",397,300,,,1
1990,362,"Moncrief, William Alvin Jr",140,300,,,1
1990,363,"Mugar, David Graves",442,300,other,275,1
1990,364,"Cox, Edwin Lochridge Sr",35,300,other,,1
1990,365,"Wexner, Bella",401,300,,,1
1990,366,"Robinson, Jesse Mack",443,295,,,1
1990,367,"Andreas, Dwayne Orville",454,290,,,1
1990,368,"Mandel, Jack N",277,290,,,1
1990,369,"Argyros, George Leon",485,290,,,1
1990,370,"Posner, Victor",113,290,other,,1
1990,371,"Mandel, Morton Leon",277,290,,,1
1990,372,"Carver, Lucille",509,285,,,1
1990,373,"Mandel, Joseph C",277,280,,,1
1990,374,"May, Peter",538,280,,,1
1990,375,"Keck, William Myron II",87,280,,,1
1990,376,"Spangler, Clemmie Dixon Jr",539,280,,,1
1990,377,"Sarofim, Fayez Shalaby",436,280,,,1
1990,378,"Currier, Lavinia M",404,275,,,1
1990,379,"Durst, Seymour B",125,275,,,1
1990,380,"Currier, Michael S",404,275,,,1
1990,381,"Currier, Andrea B",404,275,,,1
1990,382,"Scharbauer, Clarence Jr",67,275,,,1
1990,383,"Crain, Gertrude Ramsay",361,275,other,,1
1990,384,"Durst, David M",125,275,,,1
1990,385,"Mellon, Timothy",22,275,,,1
1990,386,"Durst, Royal H",125,275,,,1
1990,387,"Conover, Catherine Mellon",22,275,,,1
1990,388,"Binger, Virginia McKnight",233,275,,,1
1990,389,"Lund, Sharon Disney",134,275,mistake,,0
1990,390,"McEvoy, Nan Tucker",469,270,other,270,1
1990,391,"Moores, John Jay",540,270,,,1
1990,392,"Milbury, Cassandra Mellon",22,265,other,266,1
1990,393,"Mellon, Seward Prosser",22,265,other,266,1
1990,394,"Fisher, Doris Feigenbaum",385,265,,,1
1990,395,"Fisher, Donald George",385,265,,,1
1990,396,"Markkula, Armas Clifford Jr",276,265,,,1
1990,397,"Mellon, Richard Prosser",22,265,other,266,1
1990,398,"Draper, Irene Carpenter",37,260,other,,1
1990,399,"Graham, Donald E",255,260,realigned,180,1
1990,400,"Lunger, Mary Jane du Pont",37,260,other,,1
1991,1,"Kluge, John Werner",163,5900,,,1
1991,2,"Gates, William Henry III",36,4800,,,1
1991,3,"Walton, John T",13,4400,,,1
1991,4,"Walton, Alice L",13,4400,,,1
1991,5,"Walton, S Robson",13,4400,,,1
1991,6,"Walton, Jim C",13,4400,,,1
1991,7,"Walton, Sam Moore",13,4400,death,,1
1991,8,"Buffett, Warren Edward",66,4200,,,1
1991,9,"Hillman, Henry Lea",32,3300,,,1
1991,10,"DeVos, Richard Marvin",58,2900,,,1
1991,11,"Van Andel, Jay",57,2900,,,1
1991,12,"Redstone, Sumner Murray",237,2800,,,1
1991,13,"Newhouse, Donald Edward",16,2800,,,1
1991,14,"Newhouse, Samuel Irving Jr",16,2800,,,1
1991,15,"Wexner, Leslie Herbert",213,2500,,,1
1991,16,"Allen, Paul Gardner",420,2400,,,1
1991,17,"Arison, Ted",72,2300,,,1
1991,18,"Bronfman, Edgar Miles Sr",282,2300,,,0
1991,19,"Pritzker, Robert Alan",47,2250,,,1
1991,20,"Pritzker, Jay Arthur",47,2250,,,1
1991,21,"Perot, Henry Ross Sr",48,2200,,,1
1991,22,"Mars, Jacqueline",9,2000,,,1
1991,23,"Chambers, Anne Cox",29,2000,,,1
1991,24,"Mars, John Franklyn",9,2000,,,1
1991,25,"Anthony, Barbara Cox",29,2000,,,1
1991,26,"Mars, Forrest Edward Jr",9,2000,,,1
1991,27,"Mars, Forrest Edward Sr",9,2000,,,1
1991,28,"Koch, Charles de Ganahl",61,1800,,,1
1991,29,"Koch, David Hamilton",61,1800,,,1
1991,30,"Perelman, Ronald Owen",434,1800,,,1
1991,31,"Packard, David",5,1700,,,1
1991,32,"Annenberg, Walter Hubert",10,1600,,,1
1991,33,"Bass, Robert Muse",7,1600,,,1
1991,34,"Crown, Lester",69,1600,,,1
1991,35,"DeBartolo, Edward John Sr",25,1400,other,,1
1991,36,"Turner, Robert Edward III",79,1400,,,1
1991,37,"LeFrak, Samuel Jayson",24,1400,,,1
1991,38,"Bass, Lee Marshall",7,1350,,,1
1991,39,"Murdock, David Howard",43,1350,,,1
1991,40,"Bass, Sid Richardson",7,1350,,,1
1991,41,"Knight, Philip Hampson",59,1350,,,1
1991,42,"Helmsley, Harry Brakmann",12,1300,,,1
1991,43,"Getty, Gordon Peter",2,1300,,,1
1991,44,"Bechtel, Stephen Davison Jr",11,1300,,,1
1991,45,"Davis, Marvin Harold",4,1300,,,1
1991,46,"Dorrance, John Thompson III",82,1250,,,1
1991,47,"Malone, Mary Alice Dorrance",82,1250,,,1
1991,48,"Ziff, William Bernard Jr",81,1250,,,1
1991,49,"Hunt, Ray Lee",3,1250,,,1
1991,50,"Dorrance, Bennett",82,1250,,,1
1991,51,"Stern, Leonard Norman",28,1200,,,1
1991,52,"Ludwig, Daniel Keith",1,1200,death,,1
1991,53,"Tisch, Laurence Alan",52,1150,,,1
1991,54,"Johnson, Samuel Curtis",34,1150,,,1
1991,55,"Tisch, Preston Robert",52,1150,,,1
1991,56,"Rockefeller, David Sr",6,1100,,,1
1991,57,"Bren, Donald Leroy",46,1100,,,1
1991,58,"Fribourg, Michel",40,1100,,,1
1991,59,"Gaylord, Edward Lewis",27,1100,,,1
1991,60,"Murdoch, Keith Rupert",353,1100,,,1
1991,61,"Simmons, Harold Clark",297,1100,,,1
1991,62,"Heyman, Samuel J",541,1100,,,1
1991,63,"Johnson, Edward Crosby III",365,1100,,,1
1991,64,"Kroc, Joan Beverly",49,1000,,,1
1991,65,"Hill, Margaret Hunt",3,1000,,,1
1991,66,"Anschutz, Philip Frederick",8,1000,,,1
1991,67,"Walton, James Lawrence",13,1000,,,1
1991,68,"Cooke, Jack Kent",23,1000,,,1
1991,69,"Carlson, Curtis Leroy",33,1000,,,1
1991,70,"Hewlett, William Redington",14,1000,,,1
1991,71,"Petrie, Milton Jack",78,1000,,,1
1991,72,"Soros, George",435,975,,,1
1991,73,"Kerkorian, Kirk",168,965,,,1
1991,74,"Reynolds, Donald Worthington",86,950,,,1
1991,75,"Schwan, Marvin Maynard",486,950,,,1
1991,76,"Johnson, Barbara Piasecka",123,940,,,1
1991,77,"Bass, Edward Perry",7,940,,,1
1991,78,"Rollins, Orville Wayne",76,930,death,,1
1991,79,"Albertson, Joseph Albert",191,930,,,1
1991,80,"Rockefeller, Laurance Spelman",6,900,,,1
1991,81,"Rich, Marc David",227,900,,,1
1991,82,"Geffen, David",488,880,,,1
1991,83,"Hearst, Randolph Apperson",98,875,,,1
1991,84,"Hearst, William Randolph Jr",98,875,,,1
1991,85,"Hall, Donald Joyce",95,860,,,1
1991,86,"Feeney, Charles F",466,850,,,1
1991,87,"Rockefeller, Winthrop Paul",6,850,,,1
1991,88,"Ballmer, Steven Anthony",526,850,,,1
1991,89,"Cargill, James R",136,835,,,1
1991,90,"Cargill, Margaret Anne",136,835,,,1
1991,91,"Lindner, Carl Henry Jr",170,800,,,1
1991,92,"Coulter, Wallace Henry",468,800,,,1
1991,93,"Green, Pincus",83,800,,,1
1991,94,"Mellon, Paul",22,800,,,1
1991,95,"Hamilton, Dorrance (Dodo) Hill",82,790,,,1
1991,96,"Whitney, Betsey Cushing Roosevelt",68,775,,,1
1991,97,"Tyson, Donald John",393,765,,,1
1991,98,"Haas, Peter E Sr",306,760,,,1
1991,99,"Duke, Doris",107,750,,,1
1991,100,"Pohlad, Carl Ray",330,740,,,1
1991,101,"Fisher, Doris Feigenbaum",385,735,,,1
1991,102,"Fisher, Donald George",385,735,,,1
1991,103,"Kauffman, Ewing Marion",304,725,,,1
1991,104,"Van Beuren, Hope Hill",82,710,,,1
1991,105,"Davidson, William Morse",286,710,,,1
1991,106,"Milken, Michael Robert",382,700,,,1
1991,107,"Weber, Charlotte Colket",82,700,,,1
1991,108,"Moran, James Martin",496,700,,,1
1991,109,"Field, Frederick Woodruff",209,700,,,1
1991,110,"Dedman, Robert Henry Sr",362,700,,,1
1991,111,"Sorenson, James LeVoy",296,700,,,1
1991,112,"Hess, Leon",60,690,,,1
1991,113,"Lauren, Ralph",391,675,,,1
1991,114,"Markkula, Armas Clifford Jr",276,675,,,1
1991,115,"Icahn, Carl Celian",421,660,,,1
1991,116,"Cafaro, William Michael",498,655,,,1
1991,117,"Perenchio, Andrew Jerrold",368,655,,,1
1991,118,"Hollingsworth, John D",495,650,,,1
1991,119,"Copley, Helen Kinney",182,640,,,1
1991,120,"Fireman, Paul Barry",394,625,,,1
1991,121,"Lennon, Fred A",518,600,,,1
1991,122,"Rudin, Jack",70,600,other,250,1
1991,123,"Lauder, Ronald Steven",177,600,,,1
1991,124,"Bastian, Bruce W",522,600,,,1
1991,125,"Lauder, Leonard Alan",177,600,,,1
1991,126,"Ashton, Alan C",523,600,,,1
1991,127,"Mitchell, George Phydias",42,600,,,1
1991,128,"Ford, William Clay Sr",253,600,,,1
1991,129,"Taubman, Adolph Alfred",19,600,,,1
1991,130,"Lauder, Estee",177,600,,,1
1991,131,"Rudin, Lewis",70,600,other,250,1
1991,132,"Peltz, Nelson",503,600,,,1
1991,133,"Batten, Frank Sr",162,600,,,1
1991,134,"Cook, William Alfred",471,600,,,1
1991,135,"Ueltschi, Albert Lee",302,590,,,1
1991,136,"Moore, Gordon Earle",178,585,,,1
1991,137,"Greenberg, Maurice Raymond",321,585,,,1
1991,138,"Davis, Shelby Cullom",386,580,,,1
1991,139,"Milliken, Roger",38,570,,,1
1991,140,"Singleton, Henry Earl",223,565,,,1
1991,141,"Harbert, John Murdoch III",329,560,,,1
1991,142,"Lindemann, George L",499,560,,,1
1991,143,"MacMillan, W Duncan",136,560,,,1
1991,144,"MacMillan, Cargill Jr",136,560,,,1
1991,145,"MacMillan, John Hugh III",136,560,,,1
1991,146,"MacMillan, Whitney",136,560,,,1
1991,147,"Pictet, Marion MacMillan",136,560,,,1
1991,148,"Keinath, Pauline MacMillan",136,560,,,1
1991,149,"Ingram, Erskine Bronson",519,550,,,1
1991,150,"Tyson, Barbara",393,550,,,0
1991,151,"Scaife, Richard Mellon",22,550,,,1
1991,152,"Louis, John Jeffrey Jr",34,545,,,1
1991,153,"Rangos, John G Sr",502,545,other,,1
1991,154,"May, Cordelia Scaife",22,525,,,1
1991,155,"Marshall, James Howard II",497,525,,,1
1991,156,"Hunt, Caroline Rose",3,525,,,1
1991,157,"Edson, John Orin",424,525,,,1
1991,158,"Park, Roy Hampton",174,515,,,1
1991,159,"McGlothlin, James",531,515,,,1
